Room_Number;Loop_Index;Segment_Type;StartX;StartY;EndX;EndY;Length
V9;17;Line;30939.41;2243.97;28512.31;2243.97;2427.09
V9;17;Line;28512.31;2243.97;28512.15;2268.89;24.92
V9;17;Line;28512.15;2268.89;25974.74;2268.89;2537.41
V9;17;Line;25974.74;2268.89;25974.74;6474.09;4205.20
V9;17;Line;25974.74;6474.09;25849.82;6474.09;124.92
V9;17;Line;25849.82;6474.09;25849.82;7903.68;1429.59
V9;18;Line;25850.19;16329.04;25987.96;16329.04;137.77
V9;18;Line;25987.96;16329.04;30940.33;16329.04;4952.37
V9;18;Line;30940.33;16329.04;30940.33;9998.47;6330.57
V9;18;Line;30940.33;9998.47;28512.90;9998.47;2427.43
V9;18;Line;28512.90;9998.47;28512.90;10023.99;25.52
V9;18;Line;28512.90;10023.99;25975.02;10023.99;2537.87
V9;18;Line;25975.02;10023.99;25975.02;14898.97;4874.97
V9;18;Line;25975.02;14898.97;25850.19;14898.97;124.84
V9;18;Line;25850.19;14898.97;25850.19;16191.28;1292.31
V9;18;Line;25850.19;16191.28;25850.19;16329.04;137.77
V9;19;Line;20516.68;4647.50;20516.68;4622.31;25.19
V9;19;Line;20516.68;4622.31;23054.55;4622.31;2537.87
V9;19;Line;23054.55;4622.31;23054.55;2427.37;2194.94
V9;19;Line;23054.55;2427.37;23179.52;2427.37;124.97
V9;19;Line;23179.52;2427.37;23179.52;997.30;1430.08
V9;19;Line;23179.52;997.30;18089.38;997.30;5090.14
V9;19;Line;18089.38;997.30;18089.38;4647.50;3650.21
V9;19;Line;18089.38;4647.50;20516.68;4647.50;2427.30
V9;20;Line;18089.57;9777.63;18227.34;9777.63;137.77
V9;20;Line;18227.34;9777.63;23179.93;9777.63;4952.59
V9;20;Line;23179.93;9777.63;23179.93;8347.12;1430.51
V9;20;Line;23179.93;8347.12;23054.72;8347.12;125.21
V9;20;Line;23054.72;8347.12;23054.72;6152.29;2194.83
V9;20;Line;23054.72;6152.29;20516.79;6152.29;2537.93
V9;20;Line;20516.79;6152.29;20516.79;6127.53;24.76
V9;20;Line;20516.79;6127.53;18089.57;6127.53;2427.22
V9;20;Line;18089.57;6127.53;18089.57;9639.86;3512.33
V9;20;Line;18089.57;9639.86;18089.57;9777.63;137.77
V9;21;Line;23054.38;11501.83;23054.38;11364.06;137.77
V9;21;Line;23054.38;11364.06;22916.61;11364.06;137.77
V9;21;Line;22916.61;11364.06;20516.50;11364.06;2400.11
V9;21;Line;20516.50;11364.06;20516.50;11339.58;24.48
V9;21;Line;20516.50;11339.58;18090.47;11339.58;2426.04
V9;21;Line;18090.47;11339.58;18090.47;16328.51;4988.93
V9;21;Line;18090.47;16328.51;23042.30;16328.51;4951.83
V9;21;Line;23042.30;16328.51;23115.31;16328.51;73.01
V9;21;Line;23115.31;16328.51;23180.07;16328.51;64.76
V9;21;Line;23180.07;16328.51;23180.07;16190.74;137.77
V9;21;Line;23180.07;16190.74;23180.07;14898.64;1292.09
V9;21;Line;23180.07;14898.64;23055.04;14898.40;125.02
V9;21;Line;23055.04;14898.40;23054.38;14694.47;203.93
V9;21;Line;23054.38;14694.47;23054.38;11501.83;3192.65
V9;22;Line;-7562.66;2203.64;-7562.66;-2534.03;4737.67
V9;22;Line;-7562.66;-2534.03;-7562.95;-2556.41;22.38
V9;22;Line;-7562.95;-2556.41;-7562.95;-3892.41;1336.00
V9;22;Line;-7562.95;-3892.41;-8972.83;-3892.41;1409.88
V9;22;Line;-8972.83;-3892.41;-13100.80;-3892.41;4127.97
V9;22;Line;-13100.80;-3892.41;-13100.80;2203.64;6096.05
V9;22;Line;-13100.80;2203.64;-11690.59;2203.64;1410.21
V9;22;Line;-11690.59;2203.64;-7562.66;2203.64;4127.93
V9;23;Line;-11694.07;10092.29;-11694.07;10093.86;1.57
V9;23;Line;-11694.07;10093.86;-13100.61;10093.86;1406.54
V9;23;Line;-13100.61;10093.86;-13100.61;16192.21;6098.35
V9;23;Line;-13100.61;16192.21;-7696.12;16192.21;5404.49
V9;23;Line;-7696.12;16192.21;-7558.35;16192.21;137.77
V9;23;Line;-7558.35;16192.21;-7558.35;16054.44;137.77
V9;23;Line;-7558.35;16054.44;-7558.35;11452.05;4602.39
V9;23;Line;-7558.35;11452.05;-7560.11;11430.16;21.95
V9;23;Line;-7560.11;11430.16;-7560.11;11293.88;136.29
V9;23;Line;-7560.11;11293.88;-7560.11;10092.29;1201.58
V9;23;Line;-7560.11;10092.29;-11694.07;10092.29;4133.97
